barcode,line,stand,bin,location
6287036740900,2,7,1,2-7-1
6287036740917,1,0,0,1-0-0
6287036741389,15,6,0,15-6-0
6287037840241,3,9,2,3-9-2
6287037840845,1,1,0,1-1-0
6287037841026,4,8,1,4-8-1
6287037841040,4,8,1,4-8-1
6287037841101,4,7,2,4-7-2
6287037841118,4,8,1,4-8-1
6287037841132,4,8,1,4-8-1
6287038470874,36,0,0,36-0-0
6287038601995,23,2,1,23-2-1
6287038602671,23,1,2,23-1-2
6287039780361,7,11,3,7-11-3
6287039780378,7,12,4,7-12-4
6287040150016,10,1,3,10-1-3
6287040150023,10,1,5,10-1-5
6287040150030,10,1,3,10-1-3
6287040150047,10,1,5,10-1-5
6287040150054,26,5,4,26-5-4
6287040150115,34,4,1,34-4-1
6287040150122,37,3,3,37-3-3
6287040150146,9,1,3,9-1-3
6287040150153,34,4,1,34-4-1
6287041360001,12,3,4,12-3-4
6287041360056,12,4,3,12-4-3
6287041360087,12,3,2,12-3-2
6287041360094,12,3,4,12-3-4
6287041360100,11,2,6,11-2-6
6287041360124,12,3,4,12-3-4
6287041360131,12,3,5,12-3-5
6287041360148,12,1,2,12-1-2
6287041360162,12,4,2,12-4-2
6287041360179,12,3,2,12-3-2
6287041360193,12,3,4,12-3-4
6287041730118,40,8,0,40-8-0
6287041730132,39,1,0,39-1-0
6287041730156,39,1,0,39-1-0
6287041730330,39,1,0,39-1-0
6287041730484,33,0,4,33-0-4
6287041730699,39,0,40,39-0-40
6287041730729,40,1,0,40-1-0
6287041730743,40,1,0,40-1-0
6287041843580,8,4,2,8-4-2
6287041961789,27,5,2,27-5-2
6287041964698,14,6,1,14-6-1
6287042570027,23,3,1,23-3-1
6287042570034,24,3,3,24-3-3
6287042570041,24,1,1,24-1-1
6287042570058,24,1,1,24-1-1
6287042570089,24,3,1,24-3-1
6287042570102,23,3,1,23-3-1
6287042570126,23,0,24,23-0-24
6287042570133,23,2,1,23-2-1
6287042570157,23,0,24,23-0-24
6287042570164,23,2,1,23-2-1
6287042570171,24,1,1,24-1-1
6287042570195,23,1,1,23-1-1
6287042570201,24,3,3,24-3-3
6287042840007,37,0,0,37-0-0
6287042840014,38,1,0,38-1-0
6287042840076,38,1,0,38-1-0
6287042840106,38,1,0,38-1-0
6287042840137,38,5,3,38-5-3
6287042841394,39,3,1,39-3-1
6287042841400,39,3,1,39-3-1
6287042841417,39,3,1,39-3-1
6287042841431,39,3,1,39-3-1
6287042841448,40,3,5,40-3-5
6287042841523,40,3,5,40-3-5
6287043192303,10,1,3,10-1-3
6287043192600,13,0,0,13-0-0
6287043192617,13,0,0,13-0-0
6287043192761,10,1,3,10-1-3
6287043192778,10,1,3,10-1-3
6287043192785,10,1,3,10-1-3
6287043192792,30,9,4,30-9-4
6287043192808,30,7,1,30-7-1
6287044430480,12,11,3,12-11-3
6287044430497,12,9,2,12-9-2
6287044430503,12,11,3,12-11-3
6287044430510,12,9,3,12-9-3
6287044430527,12,10,3,12-10-3
6287044430534,12,11,3,12-11-3
6287044431159,5,10,3,5-10-3
6287044431173,5,10,4,5-10-4
6287044431371,5,9,3,5-9-3
6287044431388,5,9,3,5-9-3
6287047540322,28,5,2,28-5-2
6287047540339,28,5,2,28-5-2
6287047540346,28,5,2,28-5-2
6287047540353,28,5,2,28-5-2
6287047540360,28,5,2,28-5-2
6287047540377,28,5,2,28-5-2
6287047540384,28,5,2,28-5-2
6287049280219,39,3,3,39-3-3
6287050740412,19,6,1,19-6-1
6287051990045,15,11,1,15-11-1
6287051990052,16,12,4,16-12-4
6287051990069,16,10,3,16-10-3
6287051990076,15,12,5,15-12-5
6287051990106,15,11,1,15-11-1
6287051990113,15,10,4,15-10-4
6287051990199,15,11,1,15-11-1
6287051990236,15,10,4,15-10-4
6287074743178,12,10,6,12-10-6
6287080520022,12,4,4,12-4-4
62870912111247,8,2,1,8-2-1
6287141425341,36,4,1,36-4-1
6287141425457,28,4,0,28-4-0
6287141425556,28,5,2,28-5-2
6287141425631,36,4,1,36-4-1
6287141425730,36,4,1,36-4-1
6287141425839,36,4,1,36-4-1
6287141425846,36,4,1,36-4-1
6288002400149,14,9,5,14-9-5
6288002400187,13,6,2,13-6-2
6288002400194,14,9,5,14-9-5
6288002400255,14,9,5,14-9-5
6288002400286,14,9,5,14-9-5
6288002400316,13,10,4,13-10-4
6288002400460,11,8,1,11-8-1
6288002400743,12,9,2,12-9-2
6288002400767,12,7,1,12-7-1
6288002402303,15,1,2,15-1-2
6288002402358,14,9,4,14-9-4
6288002402365,13,2,3,13-2-3
6288002402389,13,2,2,13-2-2
6288002402396,13,2,1,13-2-1
6288002402549,12,8,1,12-8-1
6288002402617,25,10,3,25-10-3
6288002402860,16,9,3,16-9-3
6288002402877,15,8,1,15-8-1
6288002402884,15,7,4,15-7-4
6288002402891,15,8,1,15-8-1
6288002402907,16,1,1,16-1-1
6288002402945,13,12,2,13-12-2
6288002404468,14,9,5,14-9-5
6288002404475,14,9,5,14-9-5
6288002404482,14,9,5,14-9-5
6288002404505,22,8,2,22-8-2
6288002700027,33,2,2,33-2-2
6288002700409,31,0,32,31-0-32
6288002700416,31,6,2,31-6-2
6288002700430,31,0,32,31-0-32
6288002700447,32,6,0,32-6-0
6288002700546,14,9,4,14-9-4
6288002700591,25,12,2,25-12-2
6288002700607,25,12,2,25-12-2
6288002700614,25,12,2,25-12-2
6288002707613,12,9,2,12-9-2
6288002708337,14,6,5,14-6-5
6288002710668,14,6,5,14-6-5
6288002711566,12,9,4,12-9-4
6288002712105,13,7,2,13-7-2
6288002712112,13,7,2,13-7-2
6288002712129,13,7,2,13-7-2
6288002810733,27,2,2,27-2-2
6288002810740,27,2,2,27-2-2
6288002810757,27,2,2,27-2-2
6288002810764,27,2,2,27-2-2
6288002810771,27,2,2,27-2-2
6288002811440,28,1,1,28-1-1
6288002811457,28,1,1,28-1-1
6288002811464,28,1,1,28-1-1
6288002811471,28,1,1,28-1-1
6288002811488,28,1,1,28-1-1
6288004202624,25,10,5,25-10-5
6288005207509,10,8,2,10-8-2
6288005207615,11,1,2,11-1-2
6288005207882,33,1,2,33-1-2
6288005208513,9,2,3,9-2-3
6288005209015,12,4,3,12-4-3
6288005209466,12,7,3,12-7-3
6288005209473,11,7,2,11-7-2
6288006335393,14,6,4,14-6-4
6288006335768,37,0,1,37-0-1
6288006335775,37,0,1,37-0-1
6288006335782,38,11,1,38-11-1
6288006335867,37,0,1,37-0-1
6288006336178,37,0,1,37-0-1
6288006336185,37,0,1,37-0-1
6288006336192,37,0,1,37-0-1
6288006336239,37,0,1,37-0-1
6288006417327,19,3,1,19-3-1
6288006417334,19,3,5,19-3-5
6288006417358,19,2,5,19-2-5
6288006417365,19,2,2,19-2-2
6288006417372,19,3,5,19-3-5
6288006417389,19,2,2,19-2-2
6288006417396,19,3,4,19-3-4
6288006419468,17,11,3,17-11-3
6288006419475,17,8,3,17-8-3
6288006419482,18,1,1,18-1-1
6288006419499,17,9,1,17-9-1
6288006419505,17,11,3,17-11-3
628816001167,35,4,2,35-4-2
628816002928,35,4,1,35-4-1
628816003109,35,4,1,35-4-1
628816003642,35,3,4,35-3-4
628816003666,35,3,4,35-3-4
628816003673,35,4,1,35-4-1
628816004380,35,4,1,35-4-1
628816004397,39,2,3,39-2-3
628816006056,35,4,2,35-4-2
628816006070,35,4,2,35-4-2
628816006094,35,5,3,35-5-3
628816006100,35,4,1,35-4-1
628816006216,35,5,2,35-5-2
628816006988,35,4,1,35-4-1
628816007305,35,5,2,35-5-2
628816007756,35,4,1,35-4-1
628816008272,35,3,2,35-3-2
628816008289,35,5,2,35-5-2
628816008296,35,4,1,35-4-1
628816008647,36,4,3,36-4-3
628816009514,35,4,1,35-4-1
628816059984,35,4,1,35-4-1
6288202677204,13,1,1,13-1-1
6288202677211,13,1,1,13-1-1
6288202677228,13,1,1,13-1-1
6288202677235,13,1,1,13-1-1
6288202677242,13,1,1,13-1-1
6288740631829,27,5,3,27-5-3
628994521700,13,5,6,13-5-6
6290362162957,13,0,14,13-0-14
6290362162964,14,6,4,14-6-4
6290362162971,13,0,14,13-0-14
6290362162995,14,8,4,14-8-4
6290362163008,14,6,4,14-6-4
6290362163015,13,0,14,13-0-14
6290362163022,13,0,14,13-0-14
6290874603160,33,2,2,33-2-2
6290874603184,34,5,2,34-5-2
6290874603207,34,5,2,34-5-2
6290874603221,34,5,2,34-5-2
6290874603245,34,5,2,34-5-2
6290874603269,34,5,2,34-5-2
6291004150332,12,3,4,12-3-4
6291004150349,12,3,5,12-3-5
6291004150363,12,3,4,12-3-4
6291004150370,12,3,5,12-3-5
6291012001091,8,5,2,8-5-2
6291012001770,12,7,2,12-7-2
6291012001794,11,1,1,11-1-1
6291012001800,11,1,1,11-1-1
6291012237070,8,4,3,8-4-3
6291012248212,8,6,1,8-6-1
6291012248229,8,6,3,8-6-3
6291012887282,8,6,1,8-6-1
6291012888555,8,6,1,8-6-1
6291012898424,35,4,4,35-4-4
6291012898431,35,4,1,35-4-1
6291012902886,13,9,5,13-9-5
6291018100019,40,8,6,40-8-6
6291018100026,40,2,4,40-2-4
6291018100033,40,4,4,40-4-4
629101810009,40,0,0,40-0-0
6291028960016,30,9,4,30-9-4
6291069007107,8,3,5,8-3-5
6291069007206,7,3,5,7-3-5
6291069201307,8,2,1,8-2-1
6291069201314,8,3,1,8-3-1
6291069201406,8,2,1,8-2-1
6291069201413,8,8,1,8-8-1
6291069201420,8,2,3,8-2-3
6291069201437,8,7,3,8-7-3
6291069207415,7,9,3,7-9-3
6291069207422,8,10,4,8-10-4
6291069207439,7,11,3,7-11-3
6291069207446,8,3,2,8-3-2
6291069207453,8,1,1,8-1-1
6291069207460,8,1,1,8-1-1
6291069207477,8,1,3,8-1-3
6291069207514,8,1,1,8-1-1
6291069207576,8,1,2,8-1-2
6291069208023,1,10,4,1-10-4
6291069208207,2,7,2,2-7-2
6291069208214,2,10,6,2-10-6
6291069208238,2,1,4,2-1-4
6291069208245,1,9,3,1-9-3
6291069208269,2,1,5,2-1-5
6291069208276,1,11,2,1-11-2
6291069208283,2,1,5,2-1-5
6291069208290,2,1,4,2-1-4
6291069210125,14,4,1,14-4-1
6291069651034,8,9,5,8-9-5
6291069651041,8,10,5,8-10-5
6291069651058,8,9,5,8-9-5
6291069651065,8,4,4,8-4-4
6291069651072,7,9,5,7-9-5
6291069651089,7,10,5,7-10-5
6291069700213,8,2,5,8-2-5
6291069700220,8,2,5,8-2-5
6291069700282,10,1,1,10-1-1
6291069700299,10,7,1,10-7-1
6291069700787,8,8,2,8-8-2
6291069700794,8,9,2,8-9-2
6291069700800,7,3,3,7-3-3
6291069700817,7,10,3,7-10-3
6291069701180,8,6,0,8-6-0
6291069701197,8,7,2,8-7-2
6291069701265,2,11,6,2-11-6
6291069701272,2,11,6,2-11-6
6291069701661,2,1,5,2-1-5
6291069701678,1,11,6,1-11-6
6291069701685,2,11,6,2-11-6
6291069701692,1,11,2,1-11-2
6291069701708,2,1,5,2-1-5
6291069701715,1,10,4,1-10-4
6291069701722,5,8,4,5-8-4
6291069701739,5,9,3,5-9-3
6291069701746,5,9,1,5-9-1
6291069701753,5,9,3,5-9-3
6291069701814,8,11,1,8-11-1
6291069701821,7,11,1,7-11-1
6291069701968,2,9,3,2-9-3
6291069701975,2,7,0,2-7-0
6291069701982,2,7,0,2-7-0
6291069701999,2,7,0,2-7-0
6291069702002,2,11,3,2-11-3
6291069702644,8,8,4,8-8-4
6291069702651,7,11,4,7-11-4
6291069702668,8,3,4,8-3-4
6291069702897,7,8,5,7-8-5
6291069704037,7,9,5,7-9-5
6291069704044,7,10,5,7-10-5
6291069704051,7,9,5,7-9-5
6291069704068,8,10,5,8-10-5
6291069704075,7,7,3,7-7-3
6291069704082,7,9,3,7-9-3
6291069706390,1,1,4,1-1-4
6291069706413,1,10,1,1-10-1
6291069706420,1,10,1,1-10-1
6291069706437,2,12,4,2-12-4
6291069706499,2,11,6,2-11-6
6291069706505,1,10,1,1-10-1
6291069706512,1,10,5,1-10-5
6291069706642,7,10,5,7-10-5
6291069707502,8,10,5,8-10-5
6291069708066,7,12,3,7-12-3
6291069709186,8,11,3,8-11-3
6291069709216,8,3,4,8-3-4
6291069709285,5,9,5,5-9-5
6291069709308,5,9,4,5-9-4
6291069709315,5,9,5,5-9-5
6291069709322,5,9,5,5-9-5
6291069709339,5,9,5,5-9-5
6291069709346,5,9,5,5-9-5
6291069709971,8,11,3,8-11-3
6291069709988,8,3,1,8-3-1
6291069709995,8,8,5,8-8-5
6291069710205,8,8,1,8-8-1
6291069710380,8,10,5,8-10-5
6291069710830,8,11,3,8-11-3
6291069710861,8,3,3,8-3-3
6291069712155,2,1,2,2-1-2
6291069712179,2,12,3,2-12-3
6291069712186,2,11,6,2-11-6
6291069712278,2,1,5,2-1-5
6291069716146,7,2,2,7-2-2
6291069716450,8,1,5,8-1-5
6291069723021,7,7,3,7-7-3
6291069727753,17,8,3,17-8-3
6291069727777,8,11,4,8-11-4
6291069727784,7,8,1,7-8-1
6291069731514,8,7,4,8-7-4
6291069731538,8,6,5,8-6-5
6291069731545,8,6,5,8-6-5
6291069732078,7,1,1,7-1-1
6291069734126,7,12,4,7-12-4
6291069734140,8,3,4,8-3-4
6291069742053,7,7,4,7-7-4
6291069742138,2,1,2,2-1-2
6291069742145,2,1,2,2-1-2
6291069742152,2,1,2,2-1-2
6291069744095,10,1,1,10-1-1
6291069757354,7,11,2,7-11-2
6291069757361,8,11,4,8-11-4
6291069769470,2,1,2,2-1-2
6291069770506,7,11,2,7-11-2
6291069770513,8,11,4,8-11-4
6291069770797,10,2,3,10-2-3
6291069770827,8,11,3,8-11-3
6291069770834,7,10,4,7-10-4
6291069770841,7,11,3,7-11-3
6291069772357,2,1,2,2-1-2
6291069772371,2,1,2,2-1-2
6291069772395,2,2,2,2-2-2
6291069772401,2,1,2,2-1-2
6291069775228,1,3,3,1-3-3
6291069775235,1,2,3,1-2-3
6291069775242,2,9,4,2-9-4
6291069775259,1,3,3,1-3-3
6291069775266,1,9,1,1-9-1
6291069775327,1,12,4,1-12-4
6291069775983,10,2,3,10-2-3
6291069779585,2,8,2,2-8-2
6291069779592,2,1,2,2-1-2
6291100082711,33,2,5,33-2-5
6291100083367,33,2,5,33-2-5
6291100270002,32,6,6,32-6-6
6291100270088,31,6,0,31-6-0
6291100270170,32,6,5,32-6-5
6291100270187,32,6,6,32-6-6
6291100270248,32,6,5,32-6-5
6291100270262,7,6,0,7-6-0
6291100270286,7,12,1,7-12-1
6291100270590,38,6,1,38-6-1
6291100270606,38,5,1,38-5-1
6291100270675,7,1,4,7-1-4
6291100271221,7,6,0,7-6-0
6291100271276,7,12,1,7-12-1
6291100272433,36,3,5,36-3-5
6291100272440,36,3,6,36-3-6
6291100272457,36,3,4,36-3-4
6291100272549,7,8,3,7-8-3
6291100273638,7,9,5,7-9-5
6291100273867,36,3,3,36-3-3
6291100273874,36,3,6,36-3-6
629110027400,16,6,0,16-6-0
6291100274000,16,6,0,16-6-0
6291100275410,6,4,2,6-4-2
6291100275489,25,2,3,25-2-3
6291100275526,15,9,2,15-9-2
6291100277711,36,3,4,36-3-4
6291100277919,25,2,3,25-2-3
6291100277971,25,2,2,25-2-2
6291100278466,8,1,5,8-1-5
6291100278473,8,3,2,8-3-2
6291100278480,8,1,4,8-1-4
6291100278664,32,5,1,32-5-1
6291100279173,13,12,4,13-12-4
6291100279258,25,2,3,25-2-3
6291100279982,32,6,1,32-6-1
6291100760459,12,1,1,12-1-1
6291100761616,17,1,4,17-1-4
6291100950775,19,3,2,19-3-2
6291100951352,15,4,2,15-4-2
6291100952663,15,3,1,15-3-1
6291100952670,15,1,1,15-1-1
6291100953547,7,6,1,7-6-1
6291100955510,7,4,4,7-4-4
6291100957040,7,6,1,7-6-1
6291100957200,13,1,3,13-1-3
6291101686413,26,4,4,26-4-4
6291103651082,34,4,5,34-4-5
6291103651099,34,4,5,34-4-5
6291103651112,34,4,5,34-4-5
6291103651129,34,4,5,34-4-5
6291103651136,34,4,5,34-4-5
6291103651143,34,4,3,34-4-3
6291103652416,34,4,5,34-4-5
6291103652423,34,4,3,34-4-3
6291103652447,33,4,4,33-4-4
6291103652454,33,4,4,33-4-4
6291103652461,33,4,4,33-4-4
6291103653031,33,4,4,33-4-4
6291103653048,33,4,4,33-4-4
6291103669124,13,6,2,13-6-2
6291103669162,13,6,2,13-6-2
6291103980748,11,3,1,11-3-1
6291103980892,13,4,2,13-4-2
6291103982384,25,11,1,25-11-1
6291103982391,25,0,0,25-0-0
6291103982643,25,10,2,25-10-2
6291103984012,16,6,0,16-6-0
6291103988454,15,10,2,15-10-2
6291103988478,15,9,4,15-9-4
6291103988492,7,9,2,7-9-2
6291103988515,3,10,1,3-10-1
6291103988539,3,10,2,3-10-2
6291103988553,13,4,2,13-4-2
6291103988560,14,4,1,14-4-1
6291103988584,15,9,4,15-9-4
6291103988607,8,6,3,8-6-3
6291105153263,35,2,4,35-2-4
6291105153270,35,2,4,35-2-4
6291105153287,35,2,4,35-2-4
6291105153294,35,2,4,35-2-4
6291105231053,11,2,2,11-2-2
6291105231435,35,2,3,35-2-3
6291105231442,35,2,3,35-2-3
6291105771252,29,0,30,29-0-30
6291105773331,15,6,2,15-6-2
6291105773416,12,6,2,12-6-2
6291105773454,12,5,2,12-5-2
6291105773478,12,5,2,12-5-2
6291105777421,16,6,0,16-6-0
6291107220314,25,2,5,25-2-5
6291107220321,15,3,5,15-3-5
6291107220376,18,8,4,18-8-4
6291107220383,18,6,3,18-6-3
6291107220390,18,6,2,18-6-2
6291107221106,13,7,2,13-7-2
6291107222288,36,4,3,36-4-3
6291107222448,40,1,3,40-1-3
6291107222752,17,4,4,17-4-4
6291107222769,18,6,5,18-6-5
6291107222776,18,6,2,18-6-2
6291107223407,25,2,4,25-2-4
6291107224718,13,8,2,13-8-2
6291107225074,25,12,4,25-12-4
6291107225081,25,12,4,25-12-4
6291107225098,25,2,5,25-2-5
6291107225654,36,4,2,36-4-2
6291107225661,36,4,2,36-4-2
6291107225722,10,11,5,10-11-5
6291107225739,10,9,2,10-9-2
6291107225951,15,3,4,15-3-4
6291107225999,25,12,5,25-12-5
6291107226101,25,2,4,25-2-4
6291107900100,4,8,4,4-8-4
6291107900117,4,7,4,4-7-4
6291107900124,4,8,4,4-8-4
6291107900131,4,8,5,4-8-5
6291107900148,4,8,5,4-8-5
6291107900155,4,8,4,4-8-4
6291107900162,4,8,4,4-8-4
6291107912141,39,4,2,39-4-2
6291107912158,39,5,3,39-5-3
6291107912509,15,5,2,15-5-2
6291107912561,11,1,1,11-1-1
6291107912578,11,4,2,11-4-2
6291107912608,40,6,3,40-6-3
6291107912684,18,11,2,18-11-2
6291107912691,18,11,4,18-11-4
6291107912707,18,11,2,18-11-2
6291107912714,18,10,1,18-10-1
6291107913032,12,1,3,12-1-3
6291107913049,39,6,4,39-6-4
6291107913056,40,2,3,40-2-3
6291107913063,12,1,3,12-1-3
6291107913070,40,1,3,40-1-3
6291107913087,40,1,3,40-1-3
6291107921891,13,6,2,13-6-2
6291107926223,7,4,3,7-4-3
6291107927732,19,2,3,19-2-3
6291107927770,19,2,3,19-2-3
6291107929743,19,6,1,19-6-1
6291107929750,19,6,1,19-6-1
6291107929767,19,6,1,19-6-1
6291107929903,15,1,2,15-1-2
6291107929972,8,4,2,8-4-2
6291108520000,13,6,2,13-6-2
6291108522929,13,6,2,13-6-2
6291108522936,13,6,2,13-6-2
6291108522943,13,7,4,13-7-4
6291108652701,18,2,1,18-2-1
6291108652718,18,3,1,18-3-1
6291108652725,18,2,2,18-2-2
6291108655962,18,2,2,18-2-2
6291108659151,12,4,2,12-4-2
6291108659168,11,5,1,11-5-1
6291108659175,11,5,1,11-5-1
6291108659182,11,5,1,11-5-1
6291108659199,11,5,5,11-5-5
6291108659328,18,3,1,18-3-1
6291108659335,18,3,3,18-3-3
6291108659342,18,3,2,18-3-2
6291108659359,18,3,1,18-3-1
6291108659366,18,3,1,18-3-1
6291108659373,18,3,2,18-3-2
6291108722206,11,1,2,11-1-2
6291108722350,13,6,5,13-6-5
6291108722367,13,6,5,13-6-5
6291108722398,13,5,3,13-5-3
6291108722404,13,6,5,13-6-5
6291108723616,11,0,12,11-0-12
6291108723623,12,5,4,12-5-4
6291108723630,11,0,12,11-0-12
6291108723647,12,5,2,12-5-2
6291108723654,12,4,2,12-4-2
6291108723661,11,0,0,11-0-0
6291108723678,11,0,12,11-0-12
6291108723685,11,0,0,11-0-0
6291108723692,11,0,12,11-0-12
6291108723708,11,0,12,11-0-12
6291108723753,11,0,12,11-0-12
6291108723760,12,4,2,12-4-2
6291108723777,11,0,12,11-0-12
6291108723821,11,0,12,11-0-12
6291108723838,11,2,3,11-2-3
6291108724156,18,7,0,18-7-0
6291108724163,19,3,3,19-3-3
6291108724194,17,7,2,17-7-2
6291108724200,17,7,2,17-7-2
6291108724279,11,2,1,11-2-1
6291108724316,18,8,3,18-8-3
6291108724583,16,2,3,16-2-3
6291108724590,16,2,3,16-2-3
6291108724613,16,1,1,16-1-1
6291108724620,16,1,1,16-1-1
6291108727942,13,6,1,13-6-1
6291108728246,6,0,0,6-0-0
6291108728253,6,0,0,6-0-0
6291108728260,5,1,0,5-1-0
6291108728277,6,0,0,6-0-0
6291108728284,6,0,0,6-0-0
6291108990360,3,10,1,3-10-1
6291108990377,3,10,1,3-10-1
6291108990384,3,11,2,3-11-2
6291108990391,7,10,3,7-10-3
6291109120995,38,10,2,38-10-2
6291109121008,38,10,2,38-10-2
6291109121015,38,10,1,38-10-1
6291109121169,10,6,3,10-6-3
6291109121176,10,6,3,10-6-3
6291109121336,30,9,4,30-9-4
6291109121367,10,6,4,10-6-4
6291109121374,10,6,4,10-6-4
6291109121619,38,10,2,38-10-2
6291109121633,38,10,2,38-10-2
6291109121930,10,6,4,10-6-4
6291109121954,10,6,3,10-6-3
6291109122067,10,6,2,10-6-2
6291109750536,13,5,3,13-5-3
6291109750543,13,4,3,13-4-3
6291109750550,13,9,3,13-9-3
6291109750567,13,5,3,13-5-3
6291109750574,13,6,3,13-6-3
6291109750581,13,9,3,13-9-3
6291109750598,13,9,4,13-9-4
6291109750604,13,4,2,13-4-2
6291109750611,13,6,4,13-6-4
6291109750628,13,6,4,13-6-4
6291109750635,13,5,3,13-5-3
6291109750642,13,9,4,13-9-4
6291109750659,13,9,3,13-9-3
6291109750666,13,9,3,13-9-3
6291109750673,13,5,3,13-5-3
6291109750680,13,9,4,13-9-4
6291109750703,13,9,3,13-9-3
6291109750710,13,6,4,13-6-4
6291109750727,13,5,3,13-5-3
6291109750734,13,6,3,13-6-3
6291109751175,26,3,3,26-3-3
6291109751199,26,3,3,26-3-3
6291109751205,26,3,1,26-3-1
6291109751212,26,3,3,26-3-3
6291109758235,15,0,16,15-0-16
6291109758242,15,0,16,15-0-16
6291109758259,15,0,16,15-0-16
6291109758266,15,0,16,15-0-16
6291109760436,16,9,3,16-9-3
6291109760467,25,12,1,25-12-1
6291109760474,13,5,3,13-5-3
6291109762287,16,6,3,16-6-3
6291109768005,16,10,5,16-10-5
6291109768012,16,10,5,16-10-5
6291109779339,5,7,2,5-7-2
6291109783442,8,6,0,8-6-0
6291109783619,8,6,0,8-6-0
6291109841296,15,1,2,15-1-2
6291109841302,15,1,2,15-1-2
6291109841340,19,6,1,19-6-1
6291109841357,19,6,1,19-6-1
6291109842866,12,7,3,12-7-3
6291109842873,11,7,2,11-7-2
6291109842880,11,1,2,11-1-2
6291109842897,11,7,2,11-7-2
6291109842903,11,8,3,11-8-3
6291109844235,7,4,3,7-4-3
6291109844525,19,2,3,19-2-3
6291109844532,19,2,3,19-2-3
6291109844549,16,7,3,16-7-3
6291109844594,25,11,2,25-11-2
6291109846451,13,5,4,13-5-4
6291109846468,13,5,3,13-5-3
6291109846475,13,5,3,13-5-3
6291109846482,13,5,4,13-5-4
6291109846499,13,4,3,13-4-3
6291109846505,13,4,4,13-4-4
6291109846512,13,4,3,13-4-3
6291109846529,13,4,4,13-4-4
6291109847434,11,1,3,11-1-3
6291109847441,11,1,3,11-1-3
6291109847458,11,1,3,11-1-3
6291109847465,11,1,3,11-1-3
6291109847472,11,1,3,11-1-3
6291109847489,19,2,3,19-2-3
6291109847533,15,1,2,15-1-2
6291109847540,15,1,2,15-1-2
6291109847557,16,7,4,16-7-4
6291109847625,20,6,1,20-6-1
6291109849766,13,5,3,13-5-3
6291109849773,14,6,3,14-6-3
6291109849780,14,6,3,14-6-3
6291109849797,13,5,4,13-5-4
6291109849803,13,5,3,13-5-3
6291109849810,13,5,4,13-5-4
6291109849827,13,4,3,13-4-3
6291109849834,14,6,3,14-6-3
6291109849841,13,4,4,13-4-4
6291109849865,14,6,3,14-6-3
6291109849889,13,4,4,13-4-4
6291109849896,13,5,4,13-5-4
6291109864530,26,4,5,26-4-5
6291509631183,15,7,4,15-7-4
6291509631480,15,10,1,15-10-1
6291509633149,15,0,16,15-0-16
6291509633156,15,2,1,15-2-1
6291509633163,15,2,1,15-2-1
6291509633408,16,6,2,16-6-2
6291509633422,16,6,1,16-6-1
6291509633446,16,8,2,16-8-2
6291509633453,16,9,3,16-9-3
6291509633460,15,6,2,15-6-2
6291509633477,12,1,1,12-1-1
6291509633484,15,11,1,15-11-1
6291509633491,16,2,1,16-2-1
6291509633514,11,1,1,11-1-1
6291509641281,15,12,4,15-12-4
6291509641298,14,8,1,14-8-1
6291509641328,15,12,4,15-12-4
6291509641359,15,12,5,15-12-5
6291509641366,14,8,1,14-8-1
6291509641380,14,8,1,14-8-1
6291509641434,14,8,1,14-8-1
6291509641748,35,2,1,35-2-1
6291509641823,15,12,4,15-12-4
6291509646026,13,1,2,13-1-2
6291509646033,13,2,3,13-2-3
6291509646057,14,1,1,14-1-1
6291509646064,15,4,3,15-4-3
6291509646095,15,11,5,15-11-5
6291509646125,12,5,2,12-5-2
6291509646163,15,3,4,15-3-4
6291509646217,15,3,4,15-3-4
6291509646255,15,10,4,15-10-4
6291509648464,16,8,2,16-8-2
6291509648471,16,5,1,16-5-1
6291509648488,15,11,3,15-11-3
6291509648495,15,3,2,15-3-2
6291509648501,15,3,2,15-3-2
6291509648518,15,3,2,15-3-2
6291509648525,14,8,1,14-8-1
6291509648532,14,8,1,14-8-1
6292233876055,12,10,4,12-10-4
6292233876062,12,9,2,12-9-2
6292233884319,26,3,3,26-3-3
6292233884326,26,3,5,26-3-5
6292625279037,13,4,3,13-4-3
6292625279044,13,4,3,13-4-3
6292625279068,13,4,3,13-4-3
6292625279082,13,3,2,13-3-2
6292625279129,13,9,4,13-9-4
6292626183876,13,4,1,13-4-1
6292626183883,13,7,5,13-7-5
6292626183890,13,7,2,13-7-2
6292626183906,13,4,7,13-4-7
6292626183913,13,5,1,13-5-1
6292626183937,13,5,4,13-5-4
6292626183968,13,4,4,13-4-4
6292626183975,13,3,1,13-3-1
6292626184019,13,4,3,13-4-3
6292626184071,13,4,1,13-4-1
6292626190829,13,5,1,13-5-1
6292626190836,14,5,6,14-5-6
6292626190997,13,7,3,13-7-3
6292626191000,13,4,4,13-4-4
6293517508099,28,1,5,28-1-5
6293517508631,27,1,2,27-1-2
6294000700457,40,5,1,40-5-1
6294000700532,39,3,3,39-3-3
6294000700556,40,6,1,40-6-1
6294000703090,40,8,3,40-8-3
6294000703137,40,2,2,40-2-2
6294000703151,39,5,1,39-5-1
6294000703205,40,1,0,40-1-0
6294000703212,40,8,0,40-8-0
6294000703236,40,8,0,40-8-0
6294000703243,40,8,1,40-8-1
6294000703328,39,1,3,39-1-3
6294000703335,40,3,3,40-3-3
6294000703595,40,8,3,40-8-3
6294000703601,40,1,2,40-1-2
6294000703618,39,2,2,39-2-2
