barcode,line,stand,bin,location
6285128011884,38,5,3,38-5-3
6285128014779,38,5,3,38-5-3
6285128014793,38,5,3,38-5-3
6285147005260,23,0,24,23-0-24
6285268000465,35,2,3,35-2-3
6285268001332,13,5,5,13-5-5
628526800234,40,1,3,40-1-3
6285343004364,37,2,2,37-2-2
6285343004395,37,2,2,37-2-2
6285343004586,37,3,3,37-3-3
6285438001186,13,1,4,13-1-4
628545210288,13,5,6,13-5-6
628554156662,13,5,3,13-5-3
6285567288915,12,8,1,12-8-1
6285567288922,12,8,1,12-8-1
6285567288939,12,8,1,12-8-1
6285567288953,12,8,1,12-8-1
6285592000339,7,12,6,7-12-6
6285592000346,8,2,1,8-2-1
6285592000353,7,11,5,7-11-5
6285592002999,13,11,3,13-11-3
6285592003026,11,3,5,11-3-5
6285592006850,8,5,3,8-5-3
6285592008687,7,6,3,7-6-3
6285592008694,7,6,0,7-6-0
6285592015081,8,2,3,8-2-3
6285592015708,7,9,6,7-9-6
6285592026889,15,2,2,15-2-2
6285592026902,15,3,3,15-3-3
6285592033320,13,11,3,13-11-3
6285592033337,13,7,4,13-7-4
6285592033856,7,9,6,7-9-6
6285592033870,7,11,6,7-11-6
6285592033887,7,9,3,7-9-3
6285592033894,8,4,3,8-4-3
6285592033900,7,10,6,7-10-6
6285592034099,5,7,2,5-7-2
6285592034761,13,11,3,13-11-3
6285592049420,11,2,5,11-2-5
6285592049437,12,1,3,12-1-3
6285592049444,11,3,5,11-3-5
6285592049451,11,3,5,11-3-5
6285592049468,11,3,5,11-3-5
6285592049581,11,2,4,11-2-4
6285592049598,11,2,4,11-2-4
6285592451216,11,7,2,11-7-2
6285722000031,20,7,1,20-7-1
6285725000069,12,1,2,12-1-2
6285725000564,5,9,3,5-9-3
6285725002568,8,7,2,8-7-2
6285725002575,7,7,3,7-7-3
6285725002834,10,7,2,10-7-2
6285725010112,15,4,2,15-4-2
6285725017395,26,5,1,26-5-1
6285725017401,26,5,1,26-5-1
6285725020555,26,3,2,26-3-2
6285725020562,14,1,5,14-1-5
6285725020777,26,2,2,26-2-2
6285725022771,15,4,2,15-4-2
6285729000010,39,4,4,39-4-4
6285729000126,31,5,2,31-5-2
6285729000201,32,0,0,32-0-0
6285729001642,40,7,6,40-7-6
6285729002137,40,3,1,40-3-1
6285729002175,40,1,1,40-1-1
6285729002205,39,1,1,39-1-1
6285729002373,39,1,0,39-1-0
6285729003295,39,1,2,39-1-2
6285729003318,40,1,1,40-1-1
6285729003332,39,1,1,39-1-1
6285729003714,39,0,40,39-0-40
6285729003745,39,0,0,39-0-0
6285756001035,25,1,6,25-1-6
6285756005309,9,2,2,9-2-2
6285756005316,10,9,3,10-9-3
6285769013087,27,5,3,27-5-3
6285769013094,27,5,3,27-5-3
6285769013117,27,6,3,27-6-3
6285769013124,27,5,2,27-5-2
6285769013131,27,5,2,27-5-2
6285769013148,27,5,3,27-5-3
6285769013155,27,5,2,27-5-2
6285772001118,40,10,7,40-10-7
6285772001378,39,4,1,39-4-1
6285772001651,40,0,0,40-0-0
6285772001736,39,6,3,39-6-3
6285772001767,40,5,3,40-5-3
6285772001798,39,6,3,39-6-3
6285772001828,40,2,1,40-2-1
6285772001866,39,4,2,39-4-2
6285772005178,29,1,5,29-1-5
6285809000022,29,2,2,29-2-2
6285809000039,29,2,3,29-2-3
6285809000046,29,2,3,29-2-3
6285809000053,29,1,2,29-1-2
6286005000014,40,1,1,40-1-1
6286005000038,40,8,0,40-8-0
6286005000045,40,1,0,40-1-0
6286005000083,40,8,0,40-8-0
6286005000168,36,1,6,36-1-6
6286005000205,30,4,5,30-4-5
6286005000212,30,5,3,30-5-3
6286005000243,32,2,1,32-2-1
6286005000267,29,5,5,29-5-5
6286005000472,36,1,6,36-1-6
6286030000140,22,8,5,22-8-5
6286030000164,22,8,5,22-8-5
6286030000171,22,10,5,22-10-5
6286030000188,22,10,5,22-10-5
6286030000201,22,10,5,22-10-5
6286030000478,22,4,4,22-4-4
6286030000485,22,10,5,22-10-5
6286030002717,37,3,1,37-3-1
6286045001088,36,6,3,36-6-3
6286120000517,31,3,6,31-3-6
6286120000579,33,0,0,33-0-0
6286120000586,33,0,0,33-0-0
6286120000593,33,0,0,33-0-0
6286120000791,34,2,3,34-2-3
6286120000807,33,2,4,33-2-4
6286120000951,33,2,5,33-2-5
6286120000968,33,1,5,33-1-5
6286120001057,27,2,3,27-2-3
6286120001200,27,2,3,27-2-3
6286120001217,27,2,3,27-2-3
6286120001378,34,4,3,34-4-3
6286120001385,33,0,34,33-0-34
6286120001392,34,6,5,34-6-5
6286120001408,34,6,5,34-6-5
6286120001606,27,1,3,27-1-3
6286120001651,27,2,3,27-2-3
6286120001705,27,2,3,27-2-3
6286120001729,27,2,3,27-2-3
6286120001736,27,2,3,27-2-3
6286120001750,27,2,3,27-2-3
6286120001781,27,2,3,27-2-3
6286120001811,27,2,3,27-2-3
6286210054413,24,10,3,24-10-3
6286210054444,24,10,3,24-10-3
6286210054475,24,10,3,24-10-3
6286320007378,26,2,1,26-2-1
6286322000001,23,0,24,23-0-24
6286322000018,21,1,2,21-1-2
6286322000025,21,1,2,21-1-2
6286322000032,21,1,2,21-1-2
6286322000087,23,1,3,23-1-3
6286322000100,23,4,4,23-4-4
6286322000117,23,4,4,23-4-4
6286322000124,23,4,4,23-4-4
6286322000131,28,11,1,28-11-1
6286322000148,23,4,4,23-4-4
6286322000155,28,11,1,28-11-1
6286322000179,35,1,1,35-1-1
6286380000838,35,2,4,35-2-4
6286380000845,26,4,2,26-4-2
6286380000944,25,3,1,25-3-1
6286380001354,26,2,2,26-2-2
6286380001361,26,2,1,26-2-1
6286380001378,26,3,1,26-3-1
6286380001392,23,0,24,23-0-24
6286380001408,9,2,4,9-2-4
6286380001415,9,2,4,9-2-4
6286380001903,10,9,3,10-9-3
6286380001934,19,2,3,19-2-3
6286380001958,19,3,4,19-3-4
6286380001965,34,4,2,34-4-2
6286509960203,32,6,0,32-6-0
6286511000034,36,2,2,36-2-2
6286511000065,34,1,3,34-1-3
6286511000072,34,1,4,34-1-4
6286511000096,34,1,1,34-1-1
6286511000102,34,1,2,34-1-2
6286511000119,33,0,0,33-0-0
6286511000126,33,1,2,33-1-2
6286511000133,36,3,1,36-3-1
6286511000157,13,3,3,13-3-3
6286511000232,37,1,0,37-1-0
6286511000416,7,4,2,7-4-2
6286511000423,7,4,2,7-4-2
6286511001420,7,4,2,7-4-2
6286511001437,2,2,1,2-2-1
6286511001451,3,9,1,3-9-1
6286511001475,8,4,3,8-4-3
6286511001482,7,3,5,7-3-5
6286511001499,7,3,5,7-3-5
6286511001505,7,3,5,7-3-5
6286511001529,7,3,5,7-3-5
6286511001536,7,3,5,7-3-5
6286511001543,7,3,5,7-3-5
6286511001550,7,3,5,7-3-5
6286511001567,7,3,5,7-3-5
6286511001574,7,3,5,7-3-5
6286511001581,7,3,5,7-3-5
6286511001598,3,9,1,3-9-1
6286511001611,7,4,2,7-4-2
6286511001628,7,4,2,7-4-2
6286511003936,40,1,3,40-1-3
6286511005015,35,5,2,35-5-2
6286567000118,26,5,4,26-5-4
6286567000767,25,10,1,25-10-1
6286567000774,25,12,4,25-12-4
6286567002150,9,3,3,9-3-3
6286567002167,9,3,4,9-3-4
6286567002549,9,1,3,9-1-3
6286567002587,9,3,3,9-3-3
6286567002594,9,4,4,9-4-4
6286567002808,9,2,3,9-2-3
6286567002815,9,3,4,9-3-4
6286567005991,9,3,4,9-3-4
6286588000012,12,2,4,12-2-4
6286588000029,13,8,5,13-8-5
6286588000043,13,8,4,13-8-4
6286709000228,34,3,4,34-3-4
6286717001330,21,1,3,21-1-3
6286740000225,10,6,4,10-6-4
6286740000256,10,6,2,10-6-2
6286740000270,10,7,3,10-7-3
6286740000287,10,7,3,10-7-3
6286740000294,9,9,4,9-9-4
6286740000362,10,6,3,10-6-3
6286740000379,10,6,3,10-6-3
6286740000423,10,6,3,10-6-3
6286740000584,10,3,1,10-3-1
6286740000591,9,3,2,9-3-2
6286740000775,10,6,3,10-6-3
6286759001800,26,1,2,26-1-2
6286759001817,26,1,2,26-1-2
6286759001824,26,1,2,26-1-2
6286759001831,26,1,2,26-1-2
6286759001848,26,1,2,26-1-2
6286759001855,26,1,2,26-1-2
6286759001862,26,1,2,26-1-2
6286759001879,26,1,2,26-1-2
6286759001886,1,8,2,1-8-2
6286759001893,1,6,2,1-6-2
6286759001909,1,8,2,1-8-2
6286759002098,1,1,2,1-1-2
6286759002104,1,6,2,1-6-2
6286759004412,14,9,3,14-9-3
6286759004429,14,9,3,14-9-3
6286759004443,14,9,3,14-9-3
6286759004450,14,9,3,14-9-3
6286759004474,14,9,3,14-9-3
6286759004481,14,9,4,14-9-4
6286759004498,14,9,3,14-9-3
62868380001378,26,2,1,26-2-1
6286857001009,24,1,1,24-1-1
6286857001016,24,1,1,24-1-1
6286857001504,7,3,2,7-3-2
6286857001771,33,1,3,33-1-3
6286857002174,19,4,3,19-4-3
6286871748911,37,3,1,37-3-1
6287001581408,11,8,4,11-8-4
6287001765570,35,2,1,35-2-1
6287001766607,14,2,1,14-2-1
6287001766638,14,2,1,14-2-1
6287001766645,14,2,1,14-2-1
6287001766775,14,2,1,14-2-1
6287001766812,14,2,1,14-2-1
6287001766850,14,5,2,14-5-2
6287001766881,14,5,2,14-5-2
6287001767536,5,9,4,5-9-4
6287001767543,5,9,4,5-9-4
6287001767550,5,9,4,5-9-4
6287001780009,39,4,5,39-4-5
6287001780030,39,2,5,39-2-5
6287001780047,39,4,5,39-4-5
6287001780054,39,1,2,39-1-2
6287001780061,39,5,4,39-5-4
6287001780078,40,3,2,40-3-2
6287001780085,12,2,4,12-2-4
6287001780108,40,5,1,40-5-1
6287001780290,11,6,1,11-6-1
6287001780306,11,6,5,11-6-5
6287001780313,11,0,12,11-0-12
6287001780337,39,5,3,39-5-3
6287001780351,12,2,5,12-2-5
6287001780474,39,4,1,39-4-1
6287001780511,39,2,3,39-2-3
6287001780528,39,2,4,39-2-4
6287001780535,12,2,4,12-2-4
6287001780542,12,7,1,12-7-1
6287001780559,12,7,1,12-7-1
6287001780566,39,2,4,39-2-4
6287001780573,39,2,2,39-2-2
6287001780580,11,6,1,11-6-1
6287001780610,12,2,4,12-2-4
6287001780641,12,2,4,12-2-4
6287001780726,11,6,2,11-6-2
6287001780764,12,2,4,12-2-4
6287001780832,11,6,5,11-6-5
6287001780900,11,6,3,11-6-3
6287001780931,11,6,1,11-6-1
6287001780955,11,6,2,11-6-2
6287002332313,34,1,5,34-1-5
6287002333112,33,1,3,33-1-3
6287002333723,33,1,3,33-1-3
6287002334119,10,1,3,10-1-3
6287002334126,25,1,5,25-1-5
6287002334133,9,1,3,9-1-3
6287002334591,10,1,4,10-1-4
6287002334607,26,1,5,26-1-5
6287002334621,21,1,1,21-1-1
6287002338629,24,0,23,24-0-23
6287002338636,26,4,4,26-4-4
6287002338674,10,1,5,10-1-5
6287002339022,9,1,3,9-1-3
6287002339404,24,10,1,24-10-1
6287002339633,16,7,5,16-7-5
6287002339640,16,7,5,16-7-5
6287002924198,3,7,3,3-7-3
6287002980248,13,1,1,13-1-1
6287002980255,13,1,2,13-1-2
6287002980477,3,3,2,3-3-2
6287002980767,9,2,2,9-2-2
6287002981061,9,2,2,9-2-2
6287002981078,9,2,2,9-2-2
6287002981092,9,2,2,9-2-2
6287002982556,14,3,3,14-3-3
6287002982846,25,0,0,25-0-0
6287002982853,25,0,0,25-0-0
6287002983270,25,12,2,25-12-2
6287002983287,25,0,0,25-0-0
6287002983294,26,4,1,26-4-1
6287008194823,14,4,3,14-4-3
6287008195332,14,5,1,14-5-1
6287009140027,40,1,0,40-1-0
6287009140041,40,10,1,40-10-1
6287009140065,40,0,0,40-0-0
6287009140102,39,0,0,39-0-0
6287009140263,40,10,0,40-10-0
6287010673705,12,3,3,12-3-3
6287011270019,11,6,0,11-6-0
6287011270033,12,5,2,12-5-2
6287011270057,15,11,5,15-11-5
6287011270064,15,11,5,15-11-5
6287011270071,15,12,5,15-12-5
6287011270088,15,12,5,15-12-5
6287011270101,15,11,5,15-11-5
6287011270286,39,2,2,39-2-2
6287011270309,39,5,4,39-5-4
6287011270408,39,4,2,39-4-2
6287011270415,40,7,7,40-7-7
6287011270446,40,7,7,40-7-7
6287011270484,40,5,1,40-5-1
6287011271030,31,5,2,31-5-2
6287011271375,32,1,2,32-1-2
6287011271498,15,11,5,15-11-5
6287011271504,15,11,5,15-11-5
6287011271573,31,0,32,31-0-32
6287011271580,38,4,5,38-4-5
6287011271634,38,2,1,38-2-1
6287011271719,9,1,2,9-1-2
6287011271726,30,7,4,30-7-4
6287011271771,32,1,1,32-1-1
6287011271788,30,11,1,30-11-1
6287011271948,15,12,5,15-12-5
6287011272389,40,2,4,40-2-4
6287011272648,8,8,3,8-8-3
6287011272709,13,2,5,13-2-5
6287011272716,13,2,5,13-2-5
6287011272723,14,8,3,14-8-3
6287011272730,14,8,3,14-8-3
6287011272754,13,2,5,13-2-5
6287011272853,40,1,3,40-1-3
6287011273126,25,2,5,25-2-5
6287011273317,32,6,4,32-6-4
6287011273379,14,1,4,14-1-4
6287011273423,13,1,3,13-1-3
6287011273430,14,8,3,14-8-3
6287011273447,13,1,3,13-1-3
6287011273454,14,8,2,14-8-2
6287011273485,14,8,4,14-8-4
6287011273638,39,0,40,39-0-40
6287011273645,39,0,40,39-0-40
6287011273652,39,6,5,39-6-5
6287011273669,39,6,5,39-6-5
6287011273683,38,2,5,38-2-5
6287011273690,38,2,5,38-2-5
6287011273706,38,1,5,38-1-5
6287011273713,38,2,5,38-2-5
6287011273720,38,2,3,38-2-3
6287011273836,38,4,5,38-4-5
6287011273843,38,2,2,38-2-2
6287011830213,14,6,4,14-6-4
6287011830237,14,6,3,14-6-3
6287011830251,14,6,4,14-6-4
6287012111247,8,2,1,8-2-1
6287012111250,8,4,2,8-4-2
6287012111267,7,4,1,7-4-1
6287012111281,8,8,6,8-8-6
6287012111304,8,4,3,8-4-3
6287012111311,7,12,5,7-12-5
6287012111328,7,6,4,7-6-4
6287012111335,7,4,4,7-4-4
6287012111342,7,10,6,7-10-6
6287012114190,7,12,1,7-12-1
6287012114206,7,4,4,7-4-4
6287012114213,7,6,4,7-6-4
6287012114220,7,10,6,7-10-6
6287012114237,7,10,1,7-10-1
6287012114244,7,12,6,7-12-6
6287012114251,7,1,1,7-1-1
6287012114268,8,2,4,8-2-4
6287012114275,8,2,1,8-2-1
6287012114282,7,12,6,7-12-6
6287012114299,7,12,1,7-12-1
6287012114305,7,9,6,7-9-6
6287012114329,8,2,1,8-2-1
6287012114336,7,9,6,7-9-6
6287012114343,7,2,1,7-2-1
6287012114350,8,3,4,8-3-4
6287012114374,8,3,1,8-3-1
6287012114381,7,10,6,7-10-6
6287013200151,13,6,3,13-6-3
6287013200199,25,3,2,25-3-2
6287013200205,25,3,2,25-3-2
6287013200373,26,4,1,26-4-1
6287013202407,5,7,3,5-7-3
6287013202414,5,7,4,5-7-4
6287014320117,40,1,1,40-1-1
6287015430006,8,1,6,8-1-6
6287015430013,7,2,7,7-2-7
6287015430020,30,8,7,30-8-7
6287015430037,16,4,6,16-4-6
6287015430044,16,4,7,16-4-7
6287015430051,30,11,1,30-11-1
6287015430068,30,9,7,30-9-7
6287015430075,7,1,6,7-1-6
6287015430082,30,9,7,30-9-7
6287015430099,13,1,6,13-1-6
6287015430105,16,4,5,16-4-5
6287015430112,30,10,7,30-10-7
6287015430136,30,9,7,30-9-7
6287015430150,30,10,7,30-10-7
6287015430174,8,11,7,8-11-7
6287015430198,8,11,7,8-11-7
6287015430211,39,0,0,39-0-0
6287015430235,40,0,0,40-0-0
6287015430600,39,12,7,39-12-7
6287015430617,40,12,7,40-12-7
6287015430624,40,12,7,40-12-7
6287015430822,5,12,7,5-12-7
6287015430921,5,12,7,5-12-7
6287016070003,8,11,2,8-11-2
6287016070010,8,10,2,8-10-2
6287016070027,8,11,1,8-11-1
6287016070034,7,0,0,7-0-0
6287016070041,8,11,1,8-11-1
6287016070096,13,10,1,13-10-1
6287016070102,13,10,1,13-10-1
6287016070119,13,10,4,13-10-4
6287016070126,13,10,4,13-10-4
6287016070133,13,10,3,13-10-3
6287016070157,8,9,2,8-9-2
6287016070164,8,9,2,8-9-2
6287016070171,8,11,2,8-11-2
6287016070188,13,8,2,13-8-2
6287016070201,8,11,1,8-11-1
6287016070218,8,11,1,8-11-1
6287016070225,14,7,2,14-7-2
6287016070249,8,9,1,8-9-1
6287016070256,14,7,3,14-7-3
6287016070263,14,8,2,14-8-2
6287016070270,13,9,3,13-9-3
6287016070287,13,11,4,13-11-4
6287016384957,11,3,2,11-3-2
6287016384964,11,3,1,11-3-1
6287016385039,11,3,2,11-3-2
6287016385046,11,2,2,11-2-2
6287016700016,39,1,3,39-1-3
6287016700030,40,6,2,40-6-2
6287016700085,40,1,4,40-1-4
6287016700153,40,1,1,40-1-1
6287016700252,40,1,2,40-1-2
6287016700276,40,4,2,40-4-2
6287016700283,39,2,3,39-2-3
6287016700306,40,4,1,40-4-1
6287016700313,40,1,4,40-1-4
6287016700337,39,2,4,39-2-4
6287016700344,39,2,4,39-2-4
6287016700368,40,1,1,40-1-1
6287016700405,40,1,4,40-1-4
6287016700412,40,6,2,40-6-2
6287016700443,40,1,3,40-1-3
6287016700498,40,1,4,40-1-4
6287016700504,39,1,1,39-1-1
6287016700641,39,1,3,39-1-3
6287016700658,40,4,3,40-4-3
6287016710862,39,4,5,39-4-5
6287016710879,40,2,4,40-2-4
6287016710886,39,1,1,39-1-1
6287016710893,40,2,5,40-2-5
6287016710923,40,4,4,40-4-4
6287016710930,39,4,5,39-4-5
6287016710947,39,5,5,39-5-5
6287016710954,39,6,2,39-6-2
6287016713665,39,4,3,39-4-3
6287016713689,40,1,5,40-1-5
6287016713696,39,2,4,39-2-4
6287016713702,40,2,4,40-2-4
6287016713719,40,3,5,40-3-5
6287016713764,34,6,3,34-6-3
6287016713795,34,6,4,34-6-4
6287016713818,34,6,3,34-6-3
6287016713825,34,6,4,34-6-4
6287016714839,11,6,2,11-6-2
6287016714846,12,4,4,12-4-4
6287016714853,11,6,2,11-6-2
6287016714860,11,4,4,11-4-4
6287016714877,11,4,4,11-4-4
6287016714884,18,4,1,18-4-1
6287016714891,17,3,1,17-3-1
6287016714907,18,5,1,18-5-1
6287016714914,18,3,1,18-3-1
6287016714921,18,4,1,18-4-1
6287016714938,11,6,3,11-6-3
6287016714945,11,6,3,11-6-3
6287016714952,2,6,1,2-6-1
6287016714976,2,6,1,2-6-1
6287016714983,11,4,2,11-4-2
6287016714990,11,4,1,11-4-1
6287016715003,11,4,2,11-4-2
6287016715010,11,4,1,11-4-1
6287016715027,11,4,1,11-4-1
6287016715867,11,6,2,11-6-2
6287016715874,11,6,3,11-6-3
6287016717700,17,9,2,17-9-2
6287016717724,17,9,2,17-9-2
6287017610086,33,1,4,33-1-4
6287017650006,40,1,3S,40-1-3S
6287017650013,40,1,5,40-1-5
6287017650020,39,4,3,39-4-3
6287017650280,39,4,3,39-4-3
6287017650297,39,0,0,39-0-0
6287017650334,23,4,2,23-4-2
6287017650563,32,5,5,32-5-5
6287017650853,36,6,4,36-6-4
6287017650877,35,2,2,35-2-2
6287017650884,35,2,2,35-2-2
6287018660011,12,3,2,12-3-2
6287018660042,12,3,3,12-3-3
6287018660059,12,3,2,12-3-2
6287018660141,37,12,3,37-12-3
6287018660202,22,1,4,22-1-4
6287018660233,8,5,2,8-5-2
6287018660523,37,12,4,37-12-4
6287018660622,38,12,2,38-12-2
6287018660639,37,12,4,37-12-4
6287018660677,37,12,3,37-12-3
6287018660745,14,7,1,14-7-1
6287018665818,12,4,1,12-4-1
6287018665825,12,3,3,12-3-3
6287018665849,12,4,1,12-4-1
6287018665856,12,3,2,12-3-2
6287018665863,12,3,3,12-3-3
6287018665870,12,3,2,12-3-2
6287018665887,12,3,3,12-3-3
6287018666174,12,3,3,12-3-3
6287018666198,12,4,1,12-4-1
6287018668604,38,11,2,38-11-2
6287018668789,38,10,2,38-10-2
6287018668802,38,10,1,38-10-1
6287018668949,14,3,3,14-3-3
6287018668956,14,3,2,14-3-2
6287018669007,38,10,4,38-10-4
6287018669229,38,10,4,38-10-4
6287018669236,14,3,3,14-3-3
6287018669458,14,2,4,14-2-4
6287019250020,6,4,4,6-4-4
6287019250136,3,3,1,3-3-1
6287019250143,3,3,1,3-3-1
6287019250150,8,6,4,8-6-4
6287019250488,6,4,3,6-4-3
6287019250549,6,4,4,6-4-4
6287019250594,6,4,3,6-4-3
6287019929391,24,12,3,24-12-3
6287020226649,13,1,4,13-1-4
6287020226656,13,1,4,13-1-4
6287020619762,12,4,4,12-4-4
6287020820007,1,5,3,1-5-3
6287020820038,24,4,1,24-4-1
6287020820175,10,9,3,10-9-3
6287020820915,24,2,5,24-2-5
6287020820922,23,2,1,23-2-1
6287020820939,24,3,3,24-3-3
6287020820946,24,3,5,24-3-5
6287020820953,23,2,1,23-2-1
6287020820960,24,3,2,24-3-2
6287020820984,24,3,5,24-3-5
6287020821042,24,2,4,24-2-4
6287020821134,13,8,5,13-8-5
6287020821318,13,11,2,13-11-2
6287020821387,2,6,1,2-6-1
6287020821424,1,5,3,1-5-3
6287020821431,1,5,3,1-5-3
6287020821448,1,5,3,1-5-3
6287020821455,1,4,2,1-4-2
6287020821530,2,5,2,2-5-2
6287020821547,1,5,3,1-5-3
6287020821554,1,4,2,1-4-2
6287020821561,1,4,2,1-4-2
6287020821578,19,3,2,19-3-2
6287020821639,24,3,3,24-3-3
6287020821806,24,3,4,24-3-4
6287020821813,24,3,4,24-3-4
6287020821820,24,3,6,24-3-6
6287020821844,19,4,2,19-4-2
6287020821882,14,6,1,14-6-1
6287020821899,14,6,2,14-6-2
6287020821905,14,5,3,14-5-3
6287020821936,24,1,3,24-1-3
6287020821943,2,5,2,2-5-2
6287020821950,24,3,3,24-3-3
6287020821967,13,6,1,13-6-1
6287020821981,2,1,3,2-1-3
6287020822018,1,5,2,1-5-2
6287020822049,24,2,5,24-2-5
6287020822056,24,3,2,24-3-2
6287020822063,2,1,3,2-1-3
6287020822094,13,11,3,13-11-3
6287020822124,13,0,14,13-0-14
6287020822131,13,0,14,13-0-14
6287020822148,13,0,14,13-0-14
6287020822155,13,0,14,13-0-14
6287020822162,13,0,14,13-0-14
6287020822179,13,0,14,13-0-14
6287020822186,24,3,5,24-3-5
6287020822209,24,3,3,24-3-3
6287020822230,24,3,3,24-3-3
6287020822254,24,2,5,24-2-5
6287021800503,14,5,2,14-5-2
6287021800510,14,6,1,14-6-1
6287021800527,14,4,3,14-4-3
6287021800534,14,4,3,14-4-3
6287021800589,13,5,5,13-5-5
6287021800596,25,3,2,25-3-2
6287022500488,39,1,0,39-1-0
6287022500495,39,1,0,39-1-0
6287022500501,40,1,3,40-1-3
6287022500518,39,5,3,39-5-3
6287024980011,34,3,5,34-3-5
6287024980059,34,3,5,34-3-5
6287024980097,34,3,5,34-3-5
6287027490180,40,0,0,40-0-0
6287027490746,40,1,2,40-1-2
6287027490760,40,0,0,40-0-0
6287027490777,40,0,0,40-0-0
628702820094,40,6,3,40-6-3
6287028280001,11,8,4,11-8-4
6287028280018,11,3,2,11-3-2
6287028280063,11,5,1,11-5-1
6287028280070,11,1,3,11-1-3
6287028280094,40,6,2,40-6-2
6287028280100,11,8,4,11-8-4
6287028280124,11,3,1,11-3-1
6287028280131,11,8,4,11-8-4
6287028280155,11,8,3,11-8-3
6287028280162,11,8,5,11-8-5
6287028280179,12,6,5,12-6-5
6287028280186,11,6,0,11-6-0
6287028280209,11,0,12,11-0-12
6287028280254,11,2,1,11-2-1
6287028280285,11,8,3,11-8-3
6287028280292,12,11,4,12-11-4
6287028280308,11,2,1,11-2-1
6287028280339,11,8,2,11-8-2
6287028280346,12,11,5,12-11-5
6287028280353,12,11,5,12-11-5
6287028280360,11,8,2,11-8-2
6287028280377,11,8,5,11-8-5
6287028450381,14,2,5,14-2-5
6287028450404,14,2,2,14-2-2
6287028450411,14,2,4,14-2-4
6287028450527,14,2,4,14-2-4
6287028450626,14,2,5,14-2-5
6287028450657,14,2,4,14-2-4
6287028450664,14,2,3,14-2-3
6287028450732,14,2,5,14-2-5
6287028451272,14,2,2,14-2-2
6287028452583,16,6,4,16-6-4
6287028452590,16,6,4,16-6-4
6287028452651,16,6,4,16-6-4
6287029130114,28,4,0,28-4-0
6287029130121,28,4,0,28-4-0
6287029130138,28,4,0,28-4-0
6287029130145,25,0,0,25-0-0
6287029924409,29,6,1,29-6-1
6287029924416,29,6,1,29-6-1
6287031300222,21,3,2,21-3-2
6287031305662,38,1,5,38-1-5
6287031305666,37,2,2,37-2-2
6287031305668,37,2,2,37-2-2
6287032380896,38,6,7,38-6-7
6287032380902,38,1,1,38-1-1
6287032430003,3,3,3,3-3-3
6287032430089,37,12,3,37-12-3
6287032430171,38,12,1,38-12-1
6287032430775,38,0,0,38-0-0
6287032430843,3,3,2,3-3-2
6287032430867,8,6,3,8-6-3
6287032430874,36,2,1,36-2-1
6287032431017,38,0,0,38-0-0
6287032431024,2,2,2,2-2-2
6287032431031,15,0,16,15-0-16
6287032431048,7,1,1,7-1-1
6287032431277,38,11,2,38-11-2
6287033030042,37,3,5,37-3-5
6287033030059,38,5,3,38-5-3
6287033030066,38,10,2,38-10-2
6287033030073,38,6,1,38-6-1
6287033030080,38,5,3,38-5-3
6287033030097,38,5,4,38-5-4
6287033030103,38,5,4,38-5-4
6287033030110,37,10,5,37-10-5
6287033030127,38,5,4,38-5-4
6287033030134,38,5,4,38-5-4
6287033030141,37,10,5,37-10-5
6287033030158,37,10,5,37-10-5
6287033030172,37,10,5,37-10-5
6287033030226,37,10,5,37-10-5
6287033640012,15,8,1,15-8-1
6287033640043,15,8,1,15-8-1
6287033640050,16,7,1,16-7-1
6287033640074,15,8,1,15-8-1
6287033640081,16,7,2,16-7-2
6287033640104,16,7,1,16-7-1
6287033640128,13,11,1,13-11-1
6287033640135,13,11,2,13-11-2
6287033640142,13,11,2,13-11-2
6287033640166,13,11,1,13-11-1
6287033640173,13,11,1,13-11-1
6287033640227,13,11,2,13-11-2
6287033640234,13,11,2,13-11-2
6287033640241,13,11,2,13-11-2
6287033640418,25,12,1,25-12-1
6287033640456,25,12,1,25-12-1
6287033640494,25,12,3,25-12-3
6287033640500,25,2,4,25-2-4
6287033641972,26,4,2,26-4-2
6287033642030,26,4,3,26-4-3
6287034330035,40,4,4,40-4-4
6287035850013,11,6,0,11-6-0
6287035850020,11,0,0,11-0-0
6287035850044,11,6,0,11-6-0
6287035850051,13,10,4,13-10-4
6287035850143,12,8,2,12-8-2
6287035850167,12,8,2,12-8-2
6287035850174,12,8,3,12-8-3
6287035850204,12,8,3,12-8-3
6287035850211,12,8,3,12-8-3
6287035850273,12,8,3,12-8-3
6287035850747,13,10,4,13-10-4
6287035850785,12,1,3,12-1-3
6287035850938,11,1,2,11-1-2
6287035850945,11,1,2,11-1-2
6287035850969,11,1,2,11-1-2
6287035853304,13,10,4,13-10-4
6287036740115,14,1,2,14-1-2
6287036740122,14,1,3,14-1-3
6287036740214,14,1,4,14-1-4
6287036740221,25,2,4,25-2-4
6287036740290,25,3,6,25-3-6
6287036740641,13,4,2,13-4-2
6287036740658,13,4,3,13-4-3
6287036740665,13,5,2,13-5-2
6287036740672,13,0,0,13-0-0
6287036740689,13,3,1,13-3-1
6287036740696,13,8,2,13-8-2
6287036740702,13,4,1,13-4-1
6287036740719,13,5,1,13-5-1
6287036740832,16,6,0,16-6-0
6287036740849,15,4,3,15-4-3
6287036740856,15,8,3,15-8-3
6287036740870,15,8,3,15-8-3
6287036740887,2,7,1,2-7-1
6287036740894,2,7,1,2-7-1
